dns_qdomainname,day,num_clients,rank,registration_period,client_sum_group,prob_obs_num_clients
pressdemocrat.com,2022-10-04,19,22236.0,9497.0,73-73,0.0022284122562671316
yle.fi,2022-11-11,54,2324.0,11200.0,481-490,0.0022290331568677324
wm.edu,2022-10-24,20,20395.0,11973.0,80-80,0.0022321428571427937
muzzapi.com,2022-10-17,20,,1096.0,80-80,0.0022321428571427937
bellelily.com,2022-10-03,20,,3652.0,80-80,0.0022321428571427937
anfcorp.com,2022-11-15,24,131725.0,9861.0,125-125,0.0022327658386827043
lsnj.org,2022-11-01,24,,9497.0,125-125,0.0022327658386827043
lso.com,2022-10-05,17,424679.0,10226.0,56-56,0.0022346368715084886
iwc.com,2022-10-19,17,45032.0,10228.0,56-56,0.0022346368715084886
podcastrepublic.net,2022-10-19,17,,3653.0,56-56,0.0022346368715084886
libraryh3lp.com,2022-10-06,620,235559.0,5844.0,12291-13811,0.0022348449576201634
popin.cc,2022-11-14,577,28453.0,5478.0,10927-12290,0.002234844957622828
imagebam.com,2022-11-01,17,1158.0,6209.0,82-82,0.0022353180247919324
thunderforest.com,2022-11-10,17,,3653.0,82-82,0.0022353180247919324
beeketing.com,2022-11-02,40,77637.0,3287.0,423-431,0.0022368028631077896
outsideonline.com,2022-11-09,109,10266.0,9131.0,1771-1850,0.002237819143525832
restream.io,2022-10-18,21,158121.0,3287.0,127-128,0.0022400000000000198
dtmafia.mobi,2022-10-21,21,877882.0,4748.0,127-128,0.0022400000000000198
webrootmobile.com,2022-10-19,23,,4748.0,143-144,0.0022417336073228267
hungama.com,2022-12-13,23,20625.0,9263.0,143-144,0.0022417336073228267
viddler.com,2022-11-01,435,58195.0,5844.0,7588-8502,0.002242152466370939
deployads.com,2022-10-05,435,75410.0,2922.0,7588-8502,0.002242152466370939
fitbod.me,2022-10-03,76,,3288.0,749-769,0.0022443540468505274
fitbod.me,2022-10-14,76,,3288.0,749-769,0.0022443540468505274
thenorthface.com,2022-10-04,84,6306.0,10226.0,1020-1053,0.0022450667611957353
getcatch.com,2022-11-08,84,,2922.0,1020-1053,0.0022450667611957353
lortchlnk.com,2023-01-18,53,,,400-406,0.0022455089820362373
frame.io,2022-10-03,60,121649.0,4018.0,645-660,0.0022458451864053597
akinator.com,2022-11-15,17,5989.0,5844.0,30-30,0.0022468026270308084
googleapis.com,2022-10-03,218089,2056.0,6939.0,280762-15442591,0.0022484036334206037
acellus.com,2022-11-10,36,124529.0,8766.0,300-303,0.002248745891714199
uh.edu,2022-10-24,36,6545.0,12337.0,300-303,0.002248745891714199
trinket.io,2022-10-11,36,318449.0,3652.0,300-303,0.002248745891714199
knowablemagazine.org,2022-10-25,36,,3652.0,300-303,0.002248745891714199
drew.edu,2022-10-12,36,102235.0,11916.0,300-303,0.002248745891714199
binancechain.io,2022-11-02,33,,1096.0,231-232,0.0022518899790896496
gamesparks.net,2022-10-03,33,865682.0,3652.0,231-232,0.0022518899790896496
wps.cn,2022-11-01,101,12658.0,7671.0,1522-1579,0.002252493832457514
prezi.com,2022-10-05,257,901.0,8400.0,4374-4720,0.002253576327651219
offerup.com,2022-10-03,179,,8037.0,2681-2801,0.002253867431614931
eurosport.com,2022-11-02,30,5044.0,9100.0,238-241,0.002254621975048998
oldrrb.bid,2022-10-04,30,,1461.0,238-241,0.002254621975048998
bighappy.co,2022-10-26,30,,1826.0,238-241,0.002254621975048998
employedusa.com,2022-11-03,30,,1461.0,238-241,0.002254621975048998
prmsrvs.com,2022-10-17,609,,365.0,9669-10926,0.002255427121508391
onstove.com,2022-10-25,20,,2556.0,131-131,0.0022554271215111665
h12-media.com,2022-11-15,41,13540.0,4748.0,313-317,0.002257728377909718
mobileadtrading.com,2022-10-21,26,,2922.0,175-175,0.0022581859239749758
soap2day.to,2022-10-11,38,,,511-519,0.002258355916892496
charter.com,2022-11-02,120,13688.0,10591.0,1642-1700,0.002258610954263496
perusall.com,2022-10-06,100,,2922.0,1358-1407,0.00225861095426394
dea.gov,2022-10-17,22,96787.0,,141-141,0.0022592487997741273
sixflags.com,2022-10-06,103,21204.0,10228.0,1309-1357,0.002260142388970765
ortb.net,2022-11-02,103,,1095.0,1309-1357,0.002260142388970765
mopub.com,2022-10-14,586,41375.0,5113.0,8503-9668,0.002260312676585552
axs.com,2022-10-06,155,8313.0,12784.0,2478-2575,0.0022619782027558655
samsungtvplus.com,2022-10-04,155,,1461.0,2478-2575,0.0022619782027558655
hoyolab.com,2022-10-03,75,,4383.0,986-1019,0.0022632968691056465
lolesports.com,2022-10-03,94,2553.0,4017.0,1121-1158,0.0022656808967322917
chatra.io,2022-11-14,94,49504.0,3287.0,1121-1158,0.0022656808967322917
motorsport.tv,2022-10-04,22,,8400.0,89-89,0.0022661722290890918
u-strasbg.fr,2022-11-03,22,46573.0,10227.0,89-89,0.0022661722290890918
bnmla.com,2022-10-19,738,356214.0,7670.0,13812-15789,0.002268002268006275
g2a.com,2022-10-18,36,1823.0,10227.0,344-349,0.00226963231956423
immedia-semi.com,2022-10-04,400,,5844.0,6165-6780,0.0022707078684985893
epnet.com,2022-10-05,165,122774.0,10591.0,2377-2477,0.002272962082858876
anvato.net,2022-10-14,81,448980.0,5844.0,770-790,0.002273335116341646
ipl.org,2022-11-07,58,54202.0,9863.0,615-630,0.0022746659084443843
wiley.com,2022-11-02,134,936.0,10591.0,1472-1521,0.0022766078542976187
ltwebstatic.com,2022-10-17,829,,3288.0,15790-18245,0.0022781119008642436
localytics.com,2022-10-04,1420,16443.0,5478.0,25776-32652,0.0022785271600431756
shopee.tw,2022-10-17,42,119542.0,3653.0,308-312,0.0022792888618752283
d-pl.us,2022-10-07,31,,365.0,339-343,0.002280301701455878
oneclickstar.com,2022-11-08,94,,365.0,1085-1120,0.002282282282282666
ocelotbot.com,2022-10-24,4599,,1096.0,81864-136004,0.00228393933860338
1rx.io,2022-10-03,4599,379136.0,3288.0,81864-136004,0.00228393933860338
l-dc-msedge.net,2022-10-04,188,,730.0,3318-3537,0.00228423875260797
kiloo.com,2022-11-09,13,313990.0,8401.0,31-31,0.0022844089091946795
oakandfort.com,2023-01-16,13,762874.0,5114.0,31-31,0.0022844089091946795
iltalehti.fi,2022-10-17,13,2058.0,11565.0,31-31,0.0022844089091946795
irrelevantassassinclaim.com,2022-10-24,13,,365.0,31-31,0.0022844089091946795
thedetroitbureau.com,2022-10-28,13,262293.0,8766.0,31-31,0.0022844089091946795
onedio.com,2022-12-29,13,424.0,7305.0,31-31,0.0022844089091946795
seznam.cz,2022-10-06,188,310.0,9153.0,2576-2680,0.0022859517871989254
pushub.net,2022-10-04,188,,1095.0,2576-2680,0.0022859517871989254
kaspersky-labs.com,2022-10-19,358,108226.0,8765.0,5169-5629,0.0022861497428082744
livecoinwatch.com,2022-10-03,15,,2191.0,36-36,0.0022865853658535773
bloombergindustry.com,2022-10-25,15,,1461.0,36-36,0.0022865853658535773
hughesnet.com,2022-11-01,15,53947.0,7305.0,36-36,0.0022865853658535773
delcity.net,2022-12-13,15,152962.0,9130.0,36-36,0.0022865853658535773
actionnetwork.org,2022-11-01,168,45762.0,9130.0,2290-2376,0.0022869022869015376
va.gov,2022-10-03,130,2752.0,,2102-2196,0.00228809152366094
sc-prod.net,2022-10-19,3231,,2192.0,56005-81863,0.0022881200805090485
sc-gw.com,2022-11-02,10155,,1461.0,136005-280761,0.00228895806634688
ingo.me,2022-10-03,20,735164.0,4383.0,75-75,0.0022895385699189807
deadorbit.net,2022-11-09,20,,4018.0,75-75,0.0022895385699189807
bundesliga.com,2022-10-03,20,71700.0,9862.0,75-75,0.0022895385699189807
wolkenservicedesk.com,2022-12-02,20,,3652.0,75-75,0.0022895385699189807
anzuinfra.com,2022-10-06,60,,1095.0,813-833,0.002290812635639572
soma.com,2022-11-03,19,25840.0,9132.0,201-201,0.002290950744559206
offerup-apis.com,2022-11-08,19,,2191.0,201-201,0.002290950744559206
soma.com,2023-01-18,19,25840.0,9132.0,201-201,0.002290950744559206
cscglobal.com,2023-01-10,19,118029.0,6574.0,201-201,0.002290950744559206
dummyimage.com,2022-10-04,22,148970.0,5844.0,207-208,0.0022912788199916934
hodl.mobi,2022-11-02,21,,1826.0,105-105,0.0022929936305732257
g2afse.com,2022-11-02,272,,1461.0,4056-4373,0.0022931206380849556
douyinliving.com,2022-11-15,272,,1095.0,4056-4373,0.0022931206380849556
macworld.com,2022-11-07,29,3139.0,9495.0,223-224,0.002293982706899844
nanoleaf.me,2022-10-19,21,359262.0,4383.0,104-104,0.0022941041523285577
dangdang.com,2022-11-03,36,1118.0,8766.0,288-291,0.0022947925860549168
dangdang.com,2023-01-05,36,1118.0,8766.0,288-291,0.0022947925860549168
dangdang.com,2022-12-01,36,1118.0,8766.0,288-291,0.0022947925860549168
aircanada.com,2022-11-20,36,4912.0,8400.0,288-291,0.0022947925860549168
pwctrader.com,2022-11-04,15,835506.0,7305.0,26-26,0.0022950300728079576
aiservice.vn,2022-10-20,15,,,26-26,0.0022950300728079576
ouest-france.fr,2022-11-11,15,2939.0,9502.0,26-26,0.0022950300728079576
poolplayers.com,2023-01-09,15,124501.0,11322.0,26-26,0.0022950300728079576
hiss.io,2022-10-13,22,,1461.0,101-101,0.0022962112514348654
biopac.com,2022-10-04,32,331159.0,10593.0,228-230,0.0022969647251843694
realself.com,2022-11-02,32,6037.0,9130.0,228-230,0.0022969647251843694
thinknearhub.com,2022-10-04,76,,4383.0,851-876,0.0022970903522206987
ns.arpa,2022-10-04,48,,,440-449,0.0022976077848357868
ns.arpa,2022-10-03,48,,,440-449,0.0022976077848357868
ns.arpa,2022-10-02,48,,,440-449,0.0022976077848357868
voltaxam-events.com,2022-11-01,65,,731.0,599-614,0.00229760778483612
celtra.com,2022-11-08,2218,37797.0,6940.0,41346-56004,0.002298850574666278
indexexchange.com,2022-10-06,123,149340.0,4981.0,1580-1641,0.002298850574711908
viacustomers.com,2022-11-02,26,,2192.0,168-169,0.0023007738966740465
craftsmanship.net,2022-12-14,26,,7819.0,168-169,0.0023007738966740465
viafoura.co,2022-11-07,418,,2191.0,5630-6164,0.002301150575289901
hdfcsec.com,2022-10-19,27,15264.0,9496.0,163-164,0.002302379125095899
aufp.io,2022-10-21,25,,366.0,119-119,0.0023065094823164767
tapjoy.com,2022-10-19,1655,39602.0,5714.0,32653-41345,0.0023066986528893496
myfico.com,2022-10-03,24,10449.0,8400.0,211-212,0.0023068050749711633
mcjhif.com,2022-11-09,24,,8035.0,211-212,0.0023068050749711633
msftauthimages.us,2022-10-31,132,,731.0,2011-2101,0.0023075309418921774
goshennews.com,2022-11-07,53,518157.0,9862.0,407-415,0.0023075878919507353
ucsd.edu,2022-10-25,53,3062.0,13018.0,407-415,0.0023075878919507353
fandango.com,2022-10-03,181,1038.0,10126.0,3125-3317,0.002307846678707759
apester.com,2022-10-03,250,73494.0,5478.0,3779-4055,0.002309468822169647
binance.cloud,2022-11-02,31,,2191.0,255-258,0.002309468822170646
mlbstatic.com,2022-10-19,341,,4018.0,4721-5168,0.0023115577889457617
oxo.com,2022-11-15,14,108834.0,10594.0,29-29,0.0023116933153534136
motogp.com,2022-10-05,14,2988.0,9130.0,29-29,0.0023116933153534136
myoccu.org,2022-10-03,14,,3287.0,29-29,0.0023116933153534136
procreate.art,2022-10-17,14,,2191.0,29-29,0.0023116933153534136
projectcarmen.com,2022-10-06,64,,3287.0,715-729,0.0023130300693910977
streamoptim.com,2022-11-02,76,,1096.0,960-985,0.0023139220979558894
att.com,2022-10-03,959,351.0,13515.0,18246-21349,0.0023141719892700863
bytefcdn-oversea.com,2022-11-15,1220,,365.0,21350-25775,0.002314600499965569
wtol.com,2022-10-04,16,70803.0,10226.0,47-47,0.002315708220764323
campgladiator.com,2022-10-03,16,421172.0,5478.0,47-47,0.002315708220764323
system-config.com,2022-10-03,16,,365.0,47-47,0.002315708220764323
dafont.com,2022-11-07,16,956.0,9861.0,199-199,0.002319109461966784
upland.me,2022-11-02,16,,2191.0,199-199,0.002319109461966784
current.com,2022-10-04,16,204849.0,9863.0,199-199,0.002319109461966784
upland.me,2022-10-24,16,,2191.0,199-199,0.002319109461966784
computerworld.com,2022-10-05,16,3508.0,10956.0,199-199,0.002319109461966784
computerworld.com,2022-10-12,16,3508.0,10956.0,199-199,0.002319109461966784
upland.me,2022-10-18,16,,2191.0,199-199,0.002319109461966784
blurb.com,2022-10-28,36,14934.0,12418.0,292-295,0.002320185614849146
express-scripts.com,2022-10-03,19,6178.0,10226.0,129-129,0.002320185614849146
aiga.org,2022-12-16,19,41220.0,10592.0,129-129,0.002320185614849146
rsvp360.co,2022-11-09,36,,2921.0,292-295,0.002320185614849146
hyperallergic.com,2022-12-16,21,28462.0,7671.0,136-136,0.0023201856148494793
jio.com,2022-12-07,83,315911.0,9130.0,1159-1203,0.0023207240659081085
nhl.com,2022-10-19,199,833.0,10591.0,2950-3124,0.002320887991928866
iqm.com,2022-11-02,125,,9131.0,1408-1471,0.0023228803716610624
parents.com,2022-10-28,67,4209.0,9495.0,730-748,0.0023255813953486637
pimg.jp,2022-11-15,26,143829.0,4399.0,146-146,0.0023263542705219686
adventori.com,2022-10-03,613,329549.0,5113.0,12291-13811,0.0023279634975215124
pnc.com,2022-10-03,575,1169.0,11523.0,10927-12290,0.002327963497524177
unisonleague.com,2023-01-19,17,,2922.0,74-74,0.002329644729178959
unisonleague.com,2022-10-18,17,,2922.0,74-74,0.002329644729178959
fadewaves.com,2022-10-18,17,,,74-74,0.002329644729178959
impactify.io,2022-10-13,70,,3288.0,661-678,0.0023300970873786353
miamiherald.com,2022-10-03,70,7953.0,9130.0,661-678,0.0023300970873786353
windstream.com,2022-10-12,18,43772.0,9496.0,48-48,0.0023303632625085724
cre.ma,2022-10-13,18,,2922.0,48-48,0.0023303632625085724
ccfi.com,2022-10-03,18,,7305.0,48-48,0.0023303632625085724
nyu.edu,2022-11-07,77,2367.0,12715.0,877-904,0.0023307005049846286
jguery.com,2022-10-03,61,,1096.0,556-568,0.002331321996708602
kpmg.com,2023-01-17,61,9202.0,12052.0,556-568,0.002331321996708602
ck12.org,2022-10-17,52,25505.0,7670.0,532-543,0.0023332418336537986
charter.net,2022-10-03,52,2584.0,9495.0,532-543,0.0023332418336537986
fnp.ae,2022-11-16,16,678817.0,,33-33,0.0023374415639609847
rtl.lu,2022-10-18,16,18375.0,,33-33,0.0023374415639609847
pwsweather.com,2023-01-13,16,599256.0,6574.0,33-33,0.0023374415639609847
speaker.gov,2022-10-28,16,227350.0,,33-33,0.0023374415639609847
templatemonster.com,2022-10-19,16,1953.0,8725.0,33-33,0.0023374415639609847
pinkoi.com,2022-10-05,16,11557.0,7305.0,33-33,0.0023374415639609847
fnp.ae,2022-11-17,16,678817.0,,33-33,0.0023374415639609847
stsh.io,2022-10-04,16,,2191.0,33-33,0.0023374415639609847
nassp.org,2022-10-08,16,394563.0,9861.0,33-33,0.0023374415639609847
ev.io,2022-11-01,16,,1461.0,33-33,0.0023374415639609847
apple.com,2022-10-21,217546,44.0,13150.0,280762-15442591,0.0023383397787574145
autocad.com,2022-10-04,108,,8400.0,1771-1850,0.002339538195504254
microbenotes.com,2022-10-15,24,,2557.0,120-120,0.00234009360374432
ettoday.net,2022-10-21,33,171.0,4383.0,167-167,0.0023419203747071515
gamesradar.com,2022-10-04,46,3832.0,8766.0,491-499,0.002342263211828066
playmakerservices.com,2022-11-09,47,,1461.0,416-422,0.0023423775131757862
programiz.pro,2022-10-15,24,,730.0,204-204,0.002347969006809336
hotishop.com,2022-10-03,24,,730.0,204-204,0.002347969006809336
gannett-cdn.com,2022-11-08,593,42559.0,4017.0,9669-10926,0.0023494032515714025
districtm.io,2022-10-03,256,,1826.0,4374-4720,0.0023515579071142767
bncollege.com,2022-10-11,581,16501.0,10226.0,8503-9668,0.002354492371443362
scruffapp.com,2022-10-05,63,,4748.0,679-693,0.002356637863315414
miami.edu,2022-11-29,29,12484.0,12427.0,149-149,0.002358490566037652
ukimediaevents.com,2022-10-17,15,,2556.0,64-64,0.002361060661097092
frostburg.edu,2022-12-02,15,49656.0,8405.0,64-64,0.002361060661097092
gogglerespite.com,2022-11-07,15,,365.0,64-64,0.002361060661097092
sharpencx.com,2022-10-25,15,,2556.0,64-64,0.002361060661097092
fusnwebsvc.net,2022-10-18,15,,1826.0,64-64,0.002361060661097092
geogebra.org,2022-11-15,46,26247.0,6209.0,467-473,0.0023610892491735536
lamusica.com,2022-10-03,46,142440.0,9497.0,467-473,0.0023610892491735536
zorosrv.com,2022-10-13,20,,2557.0,100-100,0.0023615848858566935
dmctools.com,2022-10-12,20,,9497.0,100-100,0.0023615848858566935
mobtrakk.com,2022-11-08,735,,365.0,13812-15789,0.002362502362506347
curology.com,2022-10-03,33,251837.0,5478.0,242-244,0.002362777171937558
thevoterguide.org,2022-11-08,27,179676.0,5114.0,134-134,0.0023628248884222103
njcu.edu,2022-10-19,83,156839.0,8524.0,1020-1053,0.0023632281696797097
zspeed-cdn.com,2022-10-18,154,,730.0,2478-2575,0.0023647953937901978
tnaflix.com,2022-10-25,15,742.0,6575.0,54-54,0.0023659305993692925
batteryjunction.com,2022-10-03,15,91296.0,6500.0,54-54,0.0023659305993692925
stansberryresearch.com,2022-10-17,15,44872.0,6939.0,54-54,0.0023659305993692925
flixbus.com,2022-11-05,17,77019.0,4017.0,57-57,0.0023676880222841534
aspensquare.com,2022-11-17,17,385126.0,11689.0,57-57,0.0023676880222841534
elearningindustry.com,2022-11-03,17,24129.0,6210.0,57-57,0.0023676880222841534
healthygem.com,2022-10-05,50,,1826.0,481-490,0.002368347729172049
liftoff.io,2022-11-02,824,228933.0,4017.0,15790-18245,0.0023692363768984537
onaudience.com,2022-10-17,1417,,2922.0,25776-32652,0.0023696682464449115
pastfactory.com,2022-10-25,40,,2191.0,458-466,0.0023696682464452445
carsandbids.com,2022-10-12,40,,1461.0,458-466,0.0023696682464452445
pewresearch.org,2022-10-13,40,13497.0,9497.0,458-466,0.0023696682464452445
notability.com,2022-10-03,121,,9130.0,1851-1935,0.0023707383156474915
tcdnlive.com,2022-11-15,121,,4747.0,1851-1935,0.0023707383156474915
dtignite.com,2022-10-03,97,,4017.0,1358-1407,0.002371541501977048
mixpo.com,2022-10-31,98,354778.0,7305.0,1309-1357,0.00237314950841927
123helpme.com,2022-10-19,40,12796.0,8400.0,357-362,0.0023748629886737316
123helpme.com,2022-10-13,40,12796.0,8400.0,357-362,0.0023748629886737316
adform.net,2022-10-03,4594,9908.0,7670.0,81864-136004,0.0023752969121462186
toyotasupplier.com,2022-10-05,20,,8776.0,198-198,0.002375593898474526
ul.com,2022-10-07,20,37714.0,11322.0,198-198,0.002375593898474526
lonelyplanet.com,2022-11-01,20,1885.0,10591.0,198-198,0.002375593898474526
newscientist.com,2022-10-25,20,11076.0,10226.0,198-198,0.002375593898474526
chamaileon.io,2022-11-02,25,,1826.0,124-124,0.0023760023760024396
easysolar.us,2022-11-15,25,,730.0,124-124,0.0023760023760024396
amillionads.com,2022-11-02,164,,2557.0,2377-2477,0.002376278541170729
umbrella.com,2022-11-01,3212,,10591.0,56005-81863,0.0023796448837307693
icloud-content.com,2022-11-02,10001,113161.0,3287.0,136005-280761,0.0023805163889983882
validic.com,2022-10-21,62,465893.0,6940.0,631-644,0.0023821464393183334
mywebsitebuilder.com,2022-11-08,62,,8766.0,631-644,0.0023821464393183334
accuplacer.org,2022-11-14,74,482427.0,8766.0,749-769,0.002384626174778748
clickattribution.com,2022-11-11,15,,1826.0,45-45,0.0023847376788552754
influencemobile.com,2023-01-20,15,,4018.0,45-45,0.0023847376788552754
lightspeedhq.com,2023-01-18,15,136069.0,2922.0,45-45,0.0023847376788552754
arthritis.org,2022-10-04,15,25735.0,12417.0,45-45,0.0023847376788552754
bytegecko.com,2022-11-08,90,,1095.0,1121-1158,0.0023849272597181725
shegu.net,2022-10-27,39,,1096.0,423-431,0.0023859230539816645
mfp.dev,2022-10-21,74,,1461.0,694-714,0.0023869699522613974
zipify.com,2022-10-03,74,,5478.0,694-714,0.0023869699522613974
packola.com,2022-10-28,18,,1461.0,46-46,0.002387901300079376
supergoop.com,2022-10-25,18,,9862.0,46-46,0.002387901300079376
packola.com,2022-11-03,18,,1461.0,46-46,0.002387901300079376
binderpos.com,2022-10-17,16,,1096.0,35-35,0.002388388756200621
decisionlogic.com,2022-10-03,16,610169.0,5213.0,35-35,0.002388388756200621
caratlane.com,2022-10-08,16,23811.0,8401.0,35-35,0.002388388756200621
ugamezone.com,2022-10-25,16,31920.0,2557.0,35-35,0.002388388756200621
ugamezone.com,2022-11-02,16,31920.0,2557.0,35-35,0.002388388756200621
seznam.cz,2022-10-24,185,310.0,9153.0,2576-2680,0.002389858686617008
mmsvc.io,2022-10-04,18,,1461.0,135-135,0.002390057361376652
telemundodeportes.com,2022-12-13,18,,7305.0,135-135,0.002390057361376652
parsiski.com,2022-12-14,14,,2557.0,37-37,0.002390285878191012
code.org,2022-10-15,14,7023.0,8766.0,37-37,0.002390285878191012
vercel.com,2022-10-15,14,,10958.0,37-37,0.002390285878191012
lovepop.com,2022-10-18,14,,9862.0,37-37,0.002390285878191012
wtzw.com,2022-11-15,14,,6209.0,37-37,0.002390285878191012
fxempire.com,2022-11-30,14,28138.0,5479.0,37-37,0.002390285878191012
bigteams.com,2022-10-03,14,651505.0,7305.0,37-37,0.002390285878191012
publir.com,2022-10-03,126,,4018.0,1472-1521,0.0023904382470124608
contobox.com,2022-10-24,82,,4383.0,1258-1308,0.0023907103825137055
mycentraljersey.com,2022-10-18,82,99711.0,5844.0,1258-1308,0.0023907103825137055
quizlet.com,2022-10-11,2209,899.0,6939.0,41346-56004,0.0023908045976548387
adscience.nl,2022-11-03,150,,,2197-2289,0.0023918469217933946
adscience.nl,2022-11-09,150,,,2197-2289,0.0023918469217933946
userapi.com,2022-10-26,150,103592.0,5477.0,2197-2289,0.0023918469217933946
varomoney.com,2022-10-03,32,,2922.0,272-275,0.002391935759439856
sobekdigital.com,2022-10-26,32,,2557.0,272-275,0.002391935759439856
topsrvimp.com,2022-11-02,128,,2922.0,2102-2196,0.0023920956838273666
s-msn.com,2022-10-05,269,370532.0,5844.0,4056-4373,0.002392821535392997
ashrae.org,2022-12-02,15,152363.0,10228.0,39-39,0.0023938384679432767
artifactuprising.com,2022-12-14,15,38992.0,4383.0,39-39,0.0023938384679432767
americanyawp.com,2022-11-01,52,562045.0,4383.0,400-406,0.0023952095808386087
pushauction.com,2022-10-03,57,31529.0,6940.0,645-660,0.002395568198832354
gocleardata.com,2022-10-19,20,,2192.0,109-109,0.002398720682302846
syndeca.com,2022-10-04,20,,4748.0,109-109,0.002398720682302846
corriereobjects.it,2022-11-15,20,266181.0,5387.0,109-109,0.002398720682302846
carbonhealth.com,2022-11-03,24,,9131.0,137-137,0.0023988005997002126
carbonhealth.com,2022-12-14,24,,9131.0,137-137,0.0023988005997002126
adsmoloco.com,2022-10-03,1649,,3652.0,32653-41345,0.002398966599004848
lww.com,2022-10-11,414,9523.0,9210.0,5630-6164,0.0024012006003023556
woobids.com,2022-11-01,92,,365.0,1085-1120,0.002402402402402748
effectivemeasure.net,2022-10-19,21,351093.0,5478.0,86-86,0.0024032042723629576
erau.edu,2023-01-03,24,34909.0,11298.0,126-126,0.0024038461538462563
opendr.com,2022-10-07,24,,6575.0,126-126,0.0024038461538462563
navionetworks.com,2022-10-31,15,,365.0,60-60,0.0024041503226623906
spectrumreach.com,2022-10-24,15,,2922.0,60-60,0.0024041503226623906
alibris-static.com,2022-12-20,15,,5479.0,60-60,0.0024041503226623906
warnerbrosgames.com,2022-11-03,19,,5844.0,76-76,0.0024060707014621485
schnucks.com,2022-10-19,19,114341.0,13514.0,76-76,0.0024060707014621485
unsplash.com,2022-10-17,948,4941.0,3652.0,18246-21349,0.0024067388688405744
cnn.io,2022-11-10,1215,,8551.0,21350-25775,0.00240718451996369
bankrate.com,2022-10-04,158,1626.0,10315.0,2802-2949,0.0024079462225372605
santanderbank.com,2022-10-05,158,8571.0,8035.0,2802-2949,0.0024079462225372605
hola.org,2022-10-18,158,7725.0,7670.0,2802-2949,0.0024079462225372605
valuecityfurniture.com,2022-10-04,24,35592.0,9130.0,192-193,0.002408477842004042
staticbg.com,2022-11-07,24,,2557.0,192-193,0.002408477842004042
cnki.net,2022-12-02,24,2421.0,8766.0,192-193,0.002408477842004042
cnki.net,2023-01-19,24,2421.0,8766.0,192-193,0.002408477842004042
pmc.com,2022-10-05,131,324085.0,10958.0,2011-2101,0.0024124187119781704
crashplan.com,2023-01-18,31,65098.0,6575.0,231-232,0.002412739263310315
451.io,2022-11-15,74,,3287.0,933-959,0.0024131274131269365
spcsdns.net,2022-10-03,74,,,933-959,0.0024131274131269365
contextualadv.com,2022-10-04,74,,1095.0,933-959,0.0024131274131269365
profitablegatetocontent.com,2022-10-24,21,,365.0,161-162,0.002413515687852197
planetfitness.com,2022-11-10,122,27304.0,9862.0,1580-1641,0.0024137931034475812
bkserving.com,2022-10-19,57,,1826.0,615-630,0.002416832527722179
codmwest.com,2022-10-18,92,,731.0,1204-1257,0.0024192572880126217
mangadex.network,2022-10-31,92,,1095.0,1204-1257,0.0024192572880126217
minehut.gg,2022-10-05,16,,,32-32,0.002419504932067662
plotaroute.com,2022-10-31,16,276941.0,4017.0,32-32,0.002419504932067662
meeteapp.com,2022-10-12,16,,1095.0,32-32,0.002419504932067662
diamondresorts.com,2022-10-12,16,48236.0,9131.0,32-32,0.002419504932067662
getherefwu.xyz,2022-10-19,16,,365.0,32-32,0.002419504932067662
plotaroute.com,2023-01-09,16,276941.0,4017.0,32-32,0.002419504932067662
ondotsystems.com,2022-10-26,16,,4748.0,32-32,0.002419504932067662
we-api.com,2022-10-17,16,,365.0,32-32,0.002419504932067662
taskade.cloud,2022-10-15,16,,1826.0,32-32,0.002419504932067662
scentbird.com,2022-11-08,35,89349.0,4018.0,344-349,0.002420941140868549
minkatu.com,2022-11-02,612,,3287.0,12291-13811,0.0024210820374228614
washingtonpost.com,2022-10-04,574,198.0,10226.0,10927-12290,0.002421082037425526
acellus.com,2022-11-09,34,124529.0,8766.0,300-303,0.002421726344922992
igg.com,2022-11-09,20,26567.0,10978.0,94-94,0.0024219590958022286
nikon-cdn.com,2022-11-09,20,145461.0,4018.0,94-94,0.0024219590958022286
farlightgames.com,2022-10-26,20,,1461.0,94-94,0.0024219590958022286
nikon-cdn.com,2022-10-17,20,145461.0,4018.0,94-94,0.0024219590958022286
51microshop.com,2022-10-19,20,,4383.0,94-94,0.0024219590958022286
nikon-cdn.com,2022-10-05,20,145461.0,4018.0,94-94,0.0024219590958022286
csdn.net,2023-01-19,23,505.0,9132.0,211-212,0.0024221453287197603
crossinstall.com,2022-10-21,26,,3652.0,183-184,0.0024237527772165146
algebra.com,2022-10-25,26,13728.0,10957.0,183-184,0.0024237527772165146
quickbooksconnect.com,2023-01-04,26,322514.0,7671.0,183-184,0.0024237527772165146
mywisely.com,2022-11-09,28,,2191.0,296-299,0.0024246097893617646
flipgrid.com,2022-10-14,28,436263.0,5844.0,296-299,0.0024246097893617646
sharinpix.com,2022-10-04,28,,3653.0,296-299,0.0024246097893617646
yale.edu,2022-10-25,74,3305.0,12555.0,851-876,0.002424706482899608
thehustle.co,2022-12-21,29,43319.0,3286.0,280-283,0.0024257125530627865
nflshop.com,2022-11-07,29,6419.0,8765.0,280-283,0.0024257125530627865
thegrommet.com,2022-11-09,29,5038.0,4748.0,280-283,0.0024257125530627865
hoodamath.com,2022-10-24,20,29499.0,6939.0,107-107,0.0024271844660193054
cdpn.io,2022-10-15,20,,4748.0,107-107,0.0024271844660193054
microsoft.com,2022-10-03,217026,46.0,11689.0,280762-15442591,0.0024282759240942253
